Empresa;Número do Documento;Ano Fiscal;Data do Documento;Tipo de Documento;Número do Item;Material;Vendedor;Quantidade; Valor em Moeda Local ; Valor em Moeda Estrangeira 
1000;184238;2023;24/05/2023;VF;1;PR047;VD041;9; R$ 2.870,01 ; R$ 2.870,01 
1000;184239;2023;24/05/2023;VF;1;PR023;VD021;3; R$ 764,69 ; R$ 764,69 
1000;184240;2023;24/05/2023;VF;1;PR036;VD022;20; R$ 1.926,10 ; R$ 1.926,10 
1000;184241;2023;24/05/2023;VF;1;PR048;VD013;10; R$ 3.043,95 ; R$ 3.043,95 
1000;184242;2023;23/05/2023;VF;1;PR056;VD036;10; R$ 943,95 ; R$ 943,95 
1000;184243;2023;23/05/2023;VF;1;PR018;VD011;9; R$ 319,79 ; R$ 319,79 
1000;184244;2023;23/05/2023;VF;1;PR017;VD020;8; R$ 241,59 ; R$ 241,59 
1000;184245;2023;23/05/2023;VF;1;PR048;VD046;10; R$ 3.101,93 ; R$ 3.101,93 
1000;184246;2023;23/05/2023;VF;1;PR014;VD029;18; R$ 718,20 ; R$ 718,20 
1000;184247;2023;23/05/2023;VF;1;PR008;VD020;1; R$ 90,80 ; R$ 90,80 
1000;184248;2023;22/05/2023;VF;1;PR032;VD042;7; R$ 1.872,50 ; R$ 1.872,50 
1000;184248;2023;22/05/2023;VF;2;PR024;VD028;20; R$ 5.561,86 ; R$ 5.561,86 
1000;184249;2023;22/05/2023;VF;1;PR047;VD020;12; R$ 3.722,32 ; R$ 3.722,32 
1000;184250;2023;21/05/2023;VF;1;PR033;VD031;4; R$ 1.091,58 ; R$ 1.091,58 
1000;184250;2023;21/05/2023;VF;2;PR017;VD024;2; R$ 65,18 ; R$ 65,18 
1000;184251;2023;21/05/2023;VF;1;PR022;VD029;18; R$ 5.832,00 ; R$ 5.832,00 
1000;184252;2023;21/05/2023;VF;1;PR022;VD011;2; R$ 624,00 ; R$ 624,00 
1000;184252;2023;20/05/2023;VF;2;PR038;VD032;8; R$ 1.188,93 ; R$ 1.188,93 
1000;184253;2023;20/05/2023;VF;1;PR060;VD047;16; R$ 3.139,20 ; R$ 3.139,20 
1000;184254;2023;20/05/2023;VF;1;PR049;VD035;3; R$ 102,65 ; R$ 102,65 
1000;184255;2023;20/05/2023;VF;1;PR035;VD045;5; R$ 466,14 ; R$ 466,14 
1000;184256;2023;19/05/2023;VF;1;PR017;VD032;18; R$ 559,73 ; R$ 559,73 
1000;184257;2023;19/05/2023;VF;1;PR060;VD020;9; R$ 1.684,80 ; R$ 1.684,80 
2000;184258;2023;18/05/2023;VF;1;PR036;VD046;10; R$ 1.028,50 ; R$ 1.028,50 
1000;184258;2023;18/05/2023;VF;2;PR043;VD022;2; R$ 153,70 ; R$ 153,70 
1000;184259;2023;18/05/2023;VF;1;PR007;VD041;2; R$ 187,26 ; R$ 187,26 
1000;184260;2023;18/05/2023;VF;1;PR037;VD043;9; R$ 1.297,80 ; R$ 1.297,80 
1000;184261;2023;18/05/2023;VF;1;PR030;VD010;18; R$ 5.146,02 ; R$ 5.146,02 
2000;184262;2023;18/05/2023;VF;1;PR049;VD049;4; R$ 142,13 ; R$ 142,13 
1000;184262;2023;18/05/2023;VF;2;PR024;VD033;5; R$ 1.312,50 ; R$ 1.312,50 
1000;184262;2023;18/05/2023;VF;3;PR025;VD027;16; R$ 5.278,24 ; R$ 5.278,24 
2000;184263;2023;18/05/2023;VF;1;PR040;VD020;5; R$ 385,00 ; R$ 385,00 
1000;184264;2023;17/05/2023;VF;1;PR012;VD042;6; R$ 316,87 ; R$ 316,87 
1000;184265;2023;17/05/2023;VF;1;PR050;VD039;2; R$ 65,80 ; R$ 65,80 
1000;184265;2023;17/05/2023;VF;2;PR036;VD010;8; R$ 755,48 ; R$ 755,48 
1000;184266;2023;17/05/2023;VF;1;PR031;VD030;9; R$ 2.227,05 ; R$ 2.227,05 
1000;184267;2023;16/05/2023;VF;1;PR060;VD045;3; R$ 556,20 ; R$ 556,20 
1000;184267;2023;16/05/2023;VF;2;PR028;VD038;1; R$ 249,90 ; R$ 249,90 
1000;184267;2023;16/05/2023;VF;3;PR056;VD031;18; R$ 1.747,66 ; R$ 1.747,66 
1000;184268;2023;16/05/2023;VF;1;PR055;VD041;6; R$ 550,19 ; R$ 550,19 
1000;184268;2023;16/05/2023;VF;2;PR058;VD027;18; R$ 3.531,60 ; R$ 3.531,60 
1000;184269;2023;16/05/2023;VF;1;PR021;VD025;10; R$ 3.271,32 ; R$ 3.271,32 
1000;184269;2023;15/05/2023;VF;2;PR019;VD033;6; R$ 314,37 ; R$ 314,37 
1000;184270;2023;15/05/2023;VF;1;PR024;VD014;20; R$ 5.613,84 ; R$ 5.613,84 
1000;184271;2023;15/05/2023;VF;1;PR042;VD042;3; R$ 171,29 ; R$ 171,29 
1000;184272;2023;15/05/2023;VF;1;PR041;VD012;1; R$ 55,45 ; R$ 55,45 
1000;184272;2023;15/05/2023;VF;2;PR055;VD040;4; R$ 373,98 ; R$ 373,98 
1000;184273;2023;15/05/2023;VF;1;PR011;VD018;8; R$ 378,95 ; R$ 378,95 
2000;184273;2023;15/05/2023;VF;2;PR053;VD016;16; R$ 830,34 ; R$ 830,34 
1000;184274;2023;14/05/2023;VF;1;PR044;VD012;8; R$ 614,80 ; R$ 614,80 
1000;184275;2023;14/05/2023;VF;1;PR024;VD036;16; R$ 4.283,15 ; R$ 4.283,15 
2000;184276;2023;14/05/2023;VF;1;PR029;VD017;8; R$ 2.182,80 ; R$ 2.182,80 
1000;184277;2023;14/05/2023;VF;1;PR039;VD037;16; R$ 2.429,44 ; R$ 2.429,44 
2000;184278;2023;14/05/2023;VF;1;PR002;VD015;1; R$ 72,00 ; R$ 72,00 
2000;184279;2023;13/05/2023;VF;1;PR007;VD035;2; R$ 185,54 ; R$ 185,54 
1000;184279;2023;13/05/2023;VF;2;PR012;VD027;6; R$ 296,33 ; R$ 296,33 
1000;184280;2023;13/05/2023;VF;1;PR034;VD017;3; R$ 275,09 ; R$ 275,09 
2000;184280;2023;13/05/2023;VF;2;PR039;VD020;14; R$ 2.125,76 ; R$ 2.125,76 
1000;184281;2023;12/05/2023;VF;1;PR015;VD048;6; R$ 267,75 ; R$ 267,75 
2000;184281;2023;12/05/2023;VF;2;PR029;VD043;5; R$ 1.300,50 ; R$ 1.300,50 
1000;184282;2023;11/05/2023;VF;1;PR016;VD039;4; R$ 111,89 ; R$ 111,89 
1000;184283;2023;11/05/2023;VF;1;PR012;VD037;2; R$ 99,76 ; R$ 99,76 
1000;184283;2023;10/05/2023;VF;2;PR020;VD014;2; R$ 659,78 ; R$ 659,78 
1000;184284;2023;10/05/2023;VF;1;PR043;VD039;8; R$ 585,80 ; R$ 585,80 
1000;184284;2023;09/05/2023;VF;2;PR059;VD039;14; R$ 2.620,80 ; R$ 2.620,80 
1000;184285;2023;09/05/2023;VF;1;PR053;VD035;1; R$ 51,40 ; R$ 51,40 
1000;184286;2023;09/05/2023;VF;1;PR016;VD041;10; R$ 271,95 ; R$ 271,95 
1000;184286;2023;09/05/2023;VF;2;PR038;VD031;8; R$ 1.177,50 ; R$ 1.177,50 
1000;184287;2023;09/05/2023;VF;1;PR059;VD045;2; R$ 378,00 ; R$ 378,00 
2000;184288;2023;09/05/2023;VF;1;PR047;VD018;16; R$ 4.731,17 ; R$ 4.731,17 
1000;184289;2023;09/05/2023;VF;1;PR011;VD032;2; R$ 95,68 ; R$ 95,68 
1000;184290;2023;08/05/2023;VF;1;PR054;VD046;8; R$ 431,14 ; R$ 431,14 
1000;184291;2023;08/05/2023;VF;1;PR058;VD033;10; R$ 1.980,00 ; R$ 1.980,00 
2000;184292;2023;07/05/2023;VF;1;PR002;VD043;16; R$ 1.118,40 ; R$ 1.118,40 
1000;184293;2023;07/05/2023;VF;1;PR052;VD025;8; R$ 439,12 ; R$ 439,12 
1000;184294;2023;07/05/2023;VF;1;PR002;VD029;8; R$ 559,20 ; R$ 559,20 
1000;184295;2023;07/05/2023;VF;1;PR050;VD026;18; R$ 604,04 ; R$ 604,04 
1000;184296;2023;07/05/2023;VF;1;PR040;VD031;4; R$ 282,80 ; R$ 282,80 
1000;184297;2023;07/05/2023;VF;1;PR021;VD049;2; R$ 623,97 ; R$ 623,97 
1000;184298;2023;07/05/2023;VF;1;PR028;VD011;2; R$ 504,80 ; R$ 504,80 
1000;184299;2023;06/05/2023;VF;1;PR020;VD019;6; R$ 1.907,36 ; R$ 1.907,36 
1000;184300;2023;06/05/2023;VF;1;PR052;VD030;20; R$ 1.097,80 ; R$ 1.097,80 
2000;184300;2023;06/05/2023;VF;2;PR033;VD017;9; R$ 2.479,45 ; R$ 2.479,45 
1000;184301;2023;06/05/2023;VF;1;PR016;VD039;4; R$ 103,60 ; R$ 103,60 
1000;184301;2023;06/05/2023;VF;2;PR034;VD028;20; R$ 1.905,88 ; R$ 1.905,88 
1000;184302;2023;06/05/2023;VF;1;PR014;VD047;4; R$ 165,98 ; R$ 165,98 
1000;184302;2023;06/05/2023;VF;2;PR048;VD034;4; R$ 1.171,20 ; R$ 1.171,20 
2000;184303;2023;06/05/2023;VF;1;PR040;VD021;4; R$ 282,80 ; R$ 282,80 
1000;184304;2023;06/05/2023;VF;1;PR055;VD041;8; R$ 740,78 ; R$ 740,78 
1000;184305;2023;06/05/2023;VF;1;PR035;VD039;6; R$ 581,30 ; R$ 581,30 
1000;184305;2023;05/05/2023;VF;2;PR007;VD021;8; R$ 755,92 ; R$ 755,92 
1000;184306;2023;05/05/2023;VF;1;PR020;VD024;2; R$ 599,80 ; R$ 599,80 
1000;184307;2023;05/05/2023;VF;1;PR052;VD040;10; R$ 508,98 ; R$ 508,98 
2000;184307;2023;05/05/2023;VF;2;PR003;VD017;20; R$ 1.559,80 ; R$ 1.559,80 
2000;184308;2023;04/05/2023;VF;1;PR018;VD011;16; R$ 568,51 ; R$ 568,51 
1000;184309;2023;04/05/2023;VF;1;PR012;VD035;14; R$ 684,60 ; R$ 684,60 
2000;184310;2023;04/05/2023;VF;1;PR019;VD032;14; R$ 761,47 ; R$ 761,47 
2000;184310;2023;03/05/2023;VF;2;PR026;VD021;14; R$ 5.339,47 ; R$ 5.339,47 
1000;184311;2023;03/05/2023;VF;1;PR049;VD031;18; R$ 633,65 ; R$ 633,65 
2000;184311;2023;03/05/2023;VF;2;PR012;VD026;5; R$ 244,50 ; R$ 244,50 
1000;184312;2023;03/05/2023;VF;1;PR015;VD033;20; R$ 918,00 ; R$ 918,00 
1000;184313;2023;03/05/2023;VF;1;PR036;VD017;5; R$ 467,50 ; R$ 467,50 
1000;184314;2023;03/05/2023;VF;1;PR013;VD041;8; R$ 322,39 ; R$ 322,39 
1000;184315;2023;02/05/2023;VF;1;PR015;VD027;2; R$ 89,25 ; R$ 89,25 
1000;184316;2023;02/05/2023;VF;1;PR024;VD049;2; R$ 556,19 ; R$ 556,19 
2000;184317;2023;01/05/2023;VF;1;PR042;VD025;2; R$ 116,39 ; R$ 116,39 
1000;184317;2023;01/05/2023;VF;2;PR047;VD039;20; R$ 5.913,96 ; R$ 5.913,96 
1000;184317;2023;01/05/2023;VF;3;PR010;VD045;8; R$ 373,57 ; R$ 373,57 
1000;184318;2023;01/05/2023;VF;1;PR004;VD047;2; R$ 290,00 ; R$ 290,00 
2000;184319;2023;01/05/2023;VF;1;PR028;VD027;8; R$ 2.159,14 ; R$ 2.159,14 
1000;184320;2023;30/04/2023;VF;1;PR029;VD025;4; R$ 1.050,60 ; R$ 1.050,60 
1000;184321;2023;30/04/2023;VF;1;PR046;VD042;10; R$ 3.014,96 ; R$ 3.014,96 
1000;184322;2023;30/04/2023;VF;1;PR043;VD041;10; R$ 754,00 ; R$ 754,00 
2000;184323;2023;30/04/2023;VF;1;PR034;VD032;8; R$ 726,39 ; R$ 726,39 
1000;184324;2023;29/04/2023;VF;1;PR041;VD044;6; R$ 335,99 ; R$ 335,99 
1000;184324;2023;29/04/2023;VF;2;PR004;VD041;12; R$ 1.879,20 ; R$ 1.879,20 
1000;184325;2023;29/04/2023;VF;1;PR041;VD033;6; R$ 335,99 ; R$ 335,99 
1000;184326;2023;29/04/2023;VF;1;PR048;VD028;10; R$ 3.101,93 ; R$ 3.101,93 
1000;184327;2023;29/04/2023;VF;1;PR051;VD025;14; R$ 502,05 ; R$ 502,05 
1000;184328;2023;29/04/2023;VF;1;PR025;VD016;10; R$ 3.058,98 ; R$ 3.058,98 
1000;184329;2023;29/04/2023;VF;1;PR055;VD029;2; R$ 195,98 ; R$ 195,98 
1000;184329;2023;29/04/2023;VF;2;PR043;VD042;18; R$ 1.318,05 ; R$ 1.318,05 
1000;184330;2023;29/04/2023;VF;1;PR010;VD015;12; R$ 538,80 ; R$ 538,80 
1000;184331;2023;29/04/2023;VF;1;PR043;VD025;8; R$ 591,60 ; R$ 591,60 
1000;184332;2023;29/04/2023;VF;1;PR041;VD028;6; R$ 335,99 ; R$ 335,99 
1000;184333;2023;29/04/2023;VF;1;PR001;VD031;8; R$ 574,65 ; R$ 574,65 
1000;184334;2023;28/04/2023;VF;1;PR007;VD044;3; R$ 257,70 ; R$ 257,70 
2000;184335;2023;28/04/2023;VF;1;PR032;VD019;6; R$ 1.515,00 ; R$ 1.515,00 
1000;184336;2023;28/04/2023;VF;1;PR040;VD035;2; R$ 142,80 ; R$ 142,80 
1000;184336;2023;28/04/2023;VF;2;PR027;VD020;12; R$ 1.555,20 ; R$ 1.555,20 
1000;184336;2023;28/04/2023;VF;3;PR021;VD025;8; R$ 2.447,43 ; R$ 2.447,43 
2000;184336;2023;28/04/2023;VF;4;PR007;VD010;14; R$ 1.310,83 ; R$ 1.310,83 
1000;184337;2023;27/04/2023;VF;1;PR049;VD023;4; R$ 138,18 ; R$ 138,18 
1000;184338;2023;27/04/2023;VF;1;PR011;VD045;7; R$ 341,43 ; R$ 341,43 
1000;184339;2023;27/04/2023;VF;1;PR014;VD015;16; R$ 644,78 ; R$ 644,78 
1000;184339;2023;27/04/2023;VF;2;PR021;VD040;18; R$ 5.942,90 ; R$ 5.942,90 
1000;184339;2023;27/04/2023;VF;3;PR011;VD027;8; R$ 408,97 ; R$ 408,97 
1000;184340;2023;26/04/2023;VF;1;PR003;VD019;3; R$ 212,70 ; R$ 212,70 
1000;184340;2023;26/04/2023;VF;2;PR045;VD016;5; R$ 380,63 ; R$ 380,63 
1000;184341;2023;26/04/2023;VF;1;PR056;VD013;3; R$ 293,97 ; R$ 293,97 
1000;184342;2023;26/04/2023;VF;1;PR039;VD025;18; R$ 2.733,12 ; R$ 2.733,12 
1000;184343;2023;25/04/2023;VF;1;PR001;VD025;9; R$ 610,89 ; R$ 610,89 
1000;184344;2023;25/04/2023;VF;1;PR004;VD021;10; R$ 1.537,00 ; R$ 1.537,00 
1000;184344;2023;25/04/2023;VF;2;PR026;VD011;3; R$ 1.060,20 ; R$ 1.060,20 
1000;184345;2023;25/04/2023;VF;1;PR013;VD025;18; R$ 732,56 ; R$ 732,56 
1000;184346;2023;25/04/2023;VF;1;PR033;VD023;7; R$ 2.001,23 ; R$ 2.001,23 
1000;184347;2023;24/04/2023;VF;1;PR052;VD022;5; R$ 254,49 ; R$ 254,49 
2000;184348;2023;24/04/2023;VF;1;PR028;VD024;18; R$ 4.498,20 ; R$ 4.498,20 
1000;184349;2023;24/04/2023;VF;1;PR032;VD026;7; R$ 1.785,00 ; R$ 1.785,00 
1000;184349;2023;24/04/2023;VF;2;PR014;VD019;2; R$ 85,39 ; R$ 85,39 
1000;184350;2023;23/04/2023;VF;1;PR027;VD011;4; R$ 513,60 ; R$ 513,60 
1000;184351;2023;23/04/2023;VF;1;PR054;VD039;10; R$ 528,94 ; R$ 528,94 
1000;184352;2023;22/04/2023;VF;1;PR050;VD016;4; R$ 139,50 ; R$ 139,50 
1000;184353;2023;22/04/2023;VF;1;PR041;VD027;10; R$ 592,92 ; R$ 592,92 
1000;184354;2023;22/04/2023;VF;1;PR046;VD020;12; R$ 3.513,59 ; R$ 3.513,59 
1000;184355;2023;22/04/2023;VF;1;PR039;VD048;12; R$ 1.752,00 ; R$ 1.752,00 
2000;184356;2023;22/04/2023;VF;1;PR008;VD033;8; R$ 776,74 ; R$ 776,74 
1000;184356;2023;21/04/2023;VF;2;PR035;VD011;2; R$ 186,46 ; R$ 186,46 
2000;184356;2023;21/04/2023;VF;3;PR026;VD025;16; R$ 5.710,37 ; R$ 5.710,37 
2000;184357;2023;20/04/2023;VF;1;PR059;VD033;20; R$ 3.924,00 ; R$ 3.924,00 
1000;184358;2023;20/04/2023;VF;1;PR033;VD035;6; R$ 1.652,96 ; R$ 1.652,96 
1000;184359;2023;20/04/2023;VF;1;PR044;VD034;6; R$ 439,35 ; R$ 439,35 
2000;184360;2023;20/04/2023;VF;1;PR050;VD026;1; R$ 33,56 ; R$ 33,56 
1000;184361;2023;20/04/2023;VF;1;PR019;VD010;6; R$ 323,35 ; R$ 323,35 
1000;184362;2023;20/04/2023;VF;1;PR058;VD019;16; R$ 2.908,80 ; R$ 2.908,80 
1000;184363;2023;20/04/2023;VF;1;PR024;VD015;5; R$ 1.390,47 ; R$ 1.390,47 
2000;184363;2023;20/04/2023;VF;2;PR022;VD049;20; R$ 6.540,00 ; R$ 6.540,00 
1000;184364;2023;19/04/2023;VF;1;PR015;VD010;4; R$ 185,30 ; R$ 185,30 
1000;184365;2023;19/04/2023;VF;1;PR005;VD043;7; R$ 1.910,27 ; R$ 1.910,27 
1000;184365;2023;19/04/2023;VF;2;PR048;VD012;2; R$ 626,18 ; R$ 626,18 
1000;184365;2023;19/04/2023;VF;3;PR024;VD025;10; R$ 2.858,90 ; R$ 2.858,90 
1000;184366;2023;19/04/2023;VF;1;PR019;VD035;8; R$ 419,16 ; R$ 419,16 
1000;184366;2023;19/04/2023;VF;2;PR029;VD038;9; R$ 2.478,60 ; R$ 2.478,60 
1000;184367;2023;18/04/2023;VF;1;PR043;VD045;18; R$ 1.396,35 ; R$ 1.396,35 
1000;184368;2023;18/04/2023;VF;1;PR039;VD042;2; R$ 315,36 ; R$ 315,36 
1000;184368;2023;18/04/2023;VF;2;PR003;VD010;9; R$ 689,15 ; R$ 689,15 
2000;184369;2023;18/04/2023;VF;1;PR002;VD042;10; R$ 726,96 ; R$ 726,96 
1000;184370;2023;18/04/2023;VF;1;PR015;VD037;9; R$ 416,93 ; R$ 416,93 
1000;184371;2023;18/04/2023;VF;1;PR017;VD049;6; R$ 182,99 ; R$ 182,99 
1000;184372;2023;18/04/2023;VF;1;PR031;VD021;8; R$ 1.999,20 ; R$ 1.999,20 
2000;184373;2023;18/04/2023;VF;1;PR053;VD041;1; R$ 54,39 ; R$ 54,39 
1000;184374;2023;17/04/2023;VF;1;PR016;VD042;6; R$ 166,28 ; R$ 166,28 
1000;184374;2023;17/04/2023;VF;2;PR016;VD048;5; R$ 132,09 ; R$ 132,09 
1000;184374;2023;16/04/2023;VF;3;PR002;VD025;18; R$ 1.295,95 ; R$ 1.295,95 
2000;184375;2023;16/04/2023;VF;1;PR039;VD046;8; R$ 1.214,72 ; R$ 1.214,72 
1000;184375;2023;16/04/2023;VF;2;PR020;VD017;8; R$ 2.423,19 ; R$ 2.423,19 
1000;184376;2023;16/04/2023;VF;1;PR050;VD028;10; R$ 345,45 ; R$ 345,45 
1000;184377;2023;16/04/2023;VF;1;PR018;VD044;2; R$ 67,12 ; R$ 67,12 
1000;184378;2023;16/04/2023;VF;1;PR013;VD035;9; R$ 395,01 ; R$ 395,01 
1000;184379;2023;16/04/2023;VF;1;PR059;VD047;12; R$ 2.311,20 ; R$ 2.311,20 
1000;184379;2023;16/04/2023;VF;2;PR027;VD026;1; R$ 127,20 ; R$ 127,20 
1000;184379;2023;16/04/2023;VF;3;PR011;VD026;6; R$ 284,21 ; R$ 284,21 
1000;184380;2023;16/04/2023;VF;1;PR017;VD033;6; R$ 188,37 ; R$ 188,37 
1000;184381;2023;16/04/2023;VF;1;PR003;VD015;3; R$ 212,70 ; R$ 212,70 
1000;184381;2023;15/04/2023;VF;2;PR017;VD017;10; R$ 307,97 ; R$ 307,97 
2000;184381;2023;15/04/2023;VF;3;PR011;VD037;10; R$ 492,45 ; R$ 492,45 
1000;184382;2023;15/04/2023;VF;1;PR031;VD024;4; R$ 1.019,20 ; R$ 1.019,20 
1000;184382;2023;14/04/2023;VF;2;PR011;VD030;16; R$ 825,44 ; R$ 825,44 
2000;184382;2023;14/04/2023;VF;3;PR035;VD025;9; R$ 888,41 ; R$ 888,41 
1000;184383;2023;14/04/2023;VF;1;PR043;VD030;20; R$ 1.464,50 ; R$ 1.464,50 
1000;184384;2023;14/04/2023;VF;1;PR060;VD017;7; R$ 1.373,40 ; R$ 1.373,40 
1000;184385;2023;14/04/2023;VF;1;PR026;VD049;14; R$ 5.094,54 ; R$ 5.094,54 
2000;184385;2023;13/04/2023;VF;2;PR040;VD026;1; R$ 74,20 ; R$ 74,20 
1000;184386;2023;13/04/2023;VF;1;PR029;VD024;9; R$ 2.363,85 ; R$ 2.363,85 
1000;184386;2023;13/04/2023;VF;2;PR002;VD040;8; R$ 570,38 ; R$ 570,38 
2000;184386;2023;13/04/2023;VF;3;PR016;VD026;10; R$ 259,00 ; R$ 259,00 
1000;184386;2023;13/04/2023;VF;4;PR018;VD029;9; R$ 307,94 ; R$ 307,94 
1000;184387;2023;12/04/2023;VF;1;PR021;VD010;3; R$ 935,96 ; R$ 935,96 
2000;184388;2023;12/04/2023;VF;1;PR004;VD041;12; R$ 1.809,60 ; R$ 1.809,60 
2000;184389;2023;12/04/2023;VF;1;PR044;VD039;5; R$ 387,88 ; R$ 387,88 
1000;184390;2023;12/04/2023;VF;1;PR028;VD026;1; R$ 259,90 ; R$ 259,90 
1000;184391;2023;12/04/2023;VF;1;PR024;VD036;2; R$ 540,59 ; R$ 540,59 
1000;184392;2023;12/04/2023;VF;1;PR004;VD020;10; R$ 1.464,50 ; R$ 1.464,50 
1000;184393;2023;11/04/2023;VF;1;PR004;VD011;16; R$ 2.528,80 ; R$ 2.528,80 
1000;184393;2023;11/04/2023;VF;2;PR007;VD023;4; R$ 343,60 ; R$ 343,60 
2000;184393;2023;11/04/2023;VF;3;PR020;VD015;18; R$ 5.830,06 ; R$ 5.830,06 
1000;184394;2023;11/04/2023;VF;1;PR051;VD046;6; R$ 213,19 ; R$ 213,19 
1000;184395;2023;10/04/2023;VF;1;PR057;VD017;5; R$ 454,00 ; R$ 454,00 
1000;184396;2023;10/04/2023;VF;1;PR035;VD017;12; R$ 1.173,58 ; R$ 1.173,58 
1000;184397;2023;10/04/2023;VF;1;PR049;VD023;9; R$ 302,02 ; R$ 302,02 
1000;184398;2023;09/04/2023;VF;1;PR054;VD036;18; R$ 952,09 ; R$ 952,09 
1000;184399;2023;09/04/2023;VF;1;PR056;VD032;2; R$ 188,79 ; R$ 188,79 
2000;184400;2023;09/04/2023;VF;1;PR055;VD025;1; R$ 89,90 ; R$ 89,90 
1000;184401;2023;09/04/2023;VF;1;PR027;VD021;12; R$ 1.555,20 ; R$ 1.555,20 
2000;184402;2023;09/04/2023;VF;1;PR013;VD044;4; R$ 173,96 ; R$ 173,96 
1000;184403;2023;08/04/2023;VF;1;PR050;VD024;9; R$ 310,91 ; R$ 310,91 
1000;184403;2023;08/04/2023;VF;2;PR036;VD016;6; R$ 566,61 ; R$ 566,61 
1000;184404;2023;07/04/2023;VF;1;PR005;VD028;10; R$ 2.832,91 ; R$ 2.832,91 
1000;184404;2023;07/04/2023;VF;2;PR032;VD035;6; R$ 1.605,00 ; R$ 1.605,00 
1000;184405;2023;07/04/2023;VF;1;PR002;VD012;14; R$ 1.037,32 ; R$ 1.037,32 
1000;184406;2023;07/04/2023;VF;1;PR015;VD032;10; R$ 437,75 ; R$ 437,75 
1000;184407;2023;07/04/2023;VF;1;PR038;VD021;4; R$ 571,60 ; R$ 571,60 
1000;184408;2023;07/04/2023;VF;1;PR043;VD040;8; R$ 580,00 ; R$ 580,00 
1000;184409;2023;07/04/2023;VF;1;PR060;VD035;8; R$ 1.440,00 ; R$ 1.440,00 
1000;184410;2023;07/04/2023;VF;1;PR056;VD045;6; R$ 560,98 ; R$ 560,98 
1000;184410;2023;07/04/2023;VF;2;PR053;VD028;6; R$ 311,38 ; R$ 311,38 
1000;184411;2023;06/04/2023;VF;1;PR015;VD037;2; R$ 85,00 ; R$ 85,00 
1000;184412;2023;06/04/2023;VF;1;PR044;VD043;4; R$ 310,30 ; R$ 310,30 
1000;184413;2023;06/04/2023;VF;1;PR058;VD013;5; R$ 954,00 ; R$ 954,00 
2000;184414;2023;05/04/2023;VF;1;PR006;VD016;7; R$ 296,06 ; R$ 296,06 
1000;184415;2023;05/04/2023;VF;1;PR023;VD021;14; R$ 3.638,54 ; R$ 3.638,54 
2000;184416;2023;04/04/2023;VF;1;PR055;VD038;5; R$ 449,50 ; R$ 449,50 
1000;184417;2023;04/04/2023;VF;1;PR006;VD046;7; R$ 293,27 ; R$ 293,27 
2000;184418;2023;04/04/2023;VF;1;PR033;VD049;8; R$ 2.287,12 ; R$ 2.287,12 
2000;184418;2023;04/04/2023;VF;2;PR028;VD039;8; R$ 2.119,15 ; R$ 2.119,15 
1000;184418;2023;04/04/2023;VF;3;PR047;VD049;2; R$ 608,79 ; R$ 608,79 
1000;184419;2023;04/04/2023;VF;1;PR030;VD040;10; R$ 2.728,95 ; R$ 2.728,95 
1000;184420;2023;04/04/2023;VF;1;PR017;VD043;2; R$ 61,59 ; R$ 61,59 
2000;184421;2023;04/04/2023;VF;1;PR018;VD012;16; R$ 536,93 ; R$ 536,93 
1000;184422;2023;03/04/2023;VF;1;PR044;VD023;10; R$ 768,50 ; R$ 768,50 
1000;184423;2023;03/04/2023;VF;1;PR053;VD029;12; R$ 628,74 ; R$ 628,74 
1000;184424;2023;02/04/2023;VF;1;PR025;VD015;7; R$ 2.183,27 ; R$ 2.183,27 
1000;184425;2023;02/04/2023;VF;1;PR021;VD030;18; R$ 5.670,29 ; R$ 5.670,29 
1000;184426;2023;02/04/2023;VF;1;PR054;VD026;10; R$ 523,95 ; R$ 523,95 
1000;184426;2023;02/04/2023;VF;2;PR002;VD019;2; R$ 153,78 ; R$ 153,78 
1000;184426;2023;01/04/2023;VF;3;PR022;VD029;6; R$ 1.980,00 ; R$ 1.980,00 
1000;184426;2023;01/04/2023;VF;4;PR058;VD024;5; R$ 954,00 ; R$ 954,00 
2000;184427;2023;31/03/2023;VF;1;PR055;VD044;10; R$ 970,92 ; R$ 970,92 
1000;184427;2023;31/03/2023;VF;2;PR027;VD018;4; R$ 480,00 ; R$ 480,00 
1000;184428;2023;31/03/2023;VF;1;PR031;VD046;5; R$ 1.249,50 ; R$ 1.249,50 
2000;184429;2023;30/03/2023;VF;1;PR021;VD019;20; R$ 6.300,32 ; R$ 6.300,32 
1000;184429;2023;30/03/2023;VF;2;PR001;VD029;2; R$ 135,75 ; R$ 135,75 
1000;184429;2023;30/03/2023;VF;3;PR055;VD043;4; R$ 377,58 ; R$ 377,58 
1000;184430;2023;29/03/2023;VF;1;PR053;VD033;3; R$ 164,67 ; R$ 164,67 
1000;184430;2023;29/03/2023;VF;2;PR024;VD032;8; R$ 2.183,16 ; R$ 2.183,16 
1000;184430;2023;28/03/2023;VF;3;PR042;VD041;16; R$ 931,10 ; R$ 931,10 
1000;184431;2023;28/03/2023;VF;1;PR021;VD032;14; R$ 4.240,60 ; R$ 4.240,60 
1000;184432;2023;28/03/2023;VF;1;PR056;VD016;12; R$ 1.175,89 ; R$ 1.175,89 
2000;184433;2023;28/03/2023;VF;1;PR006;VD012;14; R$ 592,12 ; R$ 592,12 
1000;184434;2023;27/03/2023;VF;1;PR029;VD043;2; R$ 515,10 ; R$ 515,10 
